时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s
3.79992,100,756,-20,400,5000,0.22103,0.32175
3.80617,100,754.5,-20,400,5000,0.21851,0.31855
3.81206,100,753,-20,400,5000,0.21558,0.31589
3.82211,100,751.5,-20,400,5000,0.21107,0.31111
3.83532,100,750,-20,400,5000,0.20567,0.3048
3.83855,100,748.5,-20,400,5000,0.20412,0.3034
3.8428,100,747,-20,400,5000,0.20244,0.30138
3.84839,100,745.5,-20,400,5000,0.20015,0.29875
3.85515,100,744,-20,400,5000,0.1972,0.29588
3.85979,100,742.5,-20,400,5000,0.19505,0.29378
3.8707,100,741,-20,400,5000,0.19073,0.28914
3.88456,100,739.5,-20,400,5000,0.18566,0.28321
3.88912,100,738,-20,400,5000,0.184,0.28139
3.89512,100,736.5,-20,400,5000,0.18178,0.27889
3.90134,100,735,-20,400,5000,0.17915,0.27658
3.90561,100,733.5,-20,400,5000,0.17786,0.27489
3.91678,100,732,-20,400,5000,0.17391,0.27058
3.9303,100,730.5,-20,400,5000,0.16909,0.26519
3.93509,100,729,-20,400,5000,0.16721,0.26354
3.94139,100,727.5,-20,400,5000,0.16532,0.26108
3.94721,100,726,-20,400,5000,0.16307,0.25899
3.95731,100,724.5,-20,400,5000,0.15978,0.25533
3.97058,100,723,-20,400,5000,0.15577,0.25052
3.9739,100,721.5,-20,400,5000,0.15455,0.24942
3.97826,100,720,-20,400,5000,0.15324,0.24782
3.98398,100,718.5,-20,400,5000,0.1515,0.24578
3.99056,100,717,-20,400,5000,0.14914,0.24377
3.99507,100,715.5,-20,400,5000,0.14804,0.24227
4.00607,100,714,-20,400,5000,0.14482,0.23862
4.01981,100,712.5,-20,400,5000,0.14079,0.23407
4.02446,100,711,-20,400,5000,0.13964,0.23269
4.03056,100,709.5,-20,400,5000,0.13791,0.23069
4.03664,100,708,-20,400,5000,0.13593,0.22904
4.04656,100,706.5,-20,400,5000,0.13327,0.22605
4.05959,100,705,-20,400,5000,0.13025,0.22224
4.0626,100,703.5,-20,400,5000,0.12965,0.22134
4.06655,100,702,-20,400,5000,0.12844,0.22012
4.07174,100,700.5,-20,400,5000,0.12727,0.21872
4.07855,100,699,-20,400,5000,0.12547,0.21669
4.08369,100,697.5,-20,400,5000,0.12395,0.2154
4.09426,100,696,-20,400,5000,0.12144,0.21248
4.10814,100,694.5,-20,400,5000,0.11851,0.20879
4.11226,100,693,-20,400,5000,0.11771,0.20764
4.11767,100,691.5,-20,400,5000,0.11659,0.20615
4.12465,100,690,-20,400,5000,0.11487,0.20452
4.12945,100,688.5,-20,400,5000,0.11356,0.20328
4.14026,100,687,-20,400,5000,0.11138,0.20053
4.15425,100,685.5,-20,400,5000,0.10887,0.19707
4.15872,100,684,-20,400,5000,0.10811,0.19615
4.16459,100,682.5,-20,400,5000,0.10699,0.19467
4.17097,100,681,-20,400,5000,0.10539,0.19323
4.17536,100,679.5,-20,400,5000,0.10494,0.19224
4.18645,100,678,-20,400,5000,0.10309,0.18966
4.20007,100,676.5,-20,400,5000,0.10066,0.1865
4.20479,100,676,-6.8,400,5000,0.10009,0.18561
4.211,100,675.5,-6.8,400,5000,0.09899,0.18419
4.21694,100,675,-6.8,400,5000,0.09764,0.18304
4.22696,100,674.5,-6.8,400,5000,0.09619,0.18096
4.24011,100,674,-6.8,400,5000,0.09463,0.17808
4.24328,100,673.5,-6.8,400,5000,0.09395,0.17747
4.24745,100,673,-6.8,400,5000,0.09345,0.17657
4.25292,100,672.5,-6.8,400,5000,0.09275,0.17543
4.25983,100,672,-6.8,400,5000,0.09162,0.1741
4.26457,100,671.5,-6.8,400,5000,0.09068,0.1732
4.27541,100,671,-6.8,400,5000,0.08918,0.17098
4.28935,100,670.5,-6.8,400,5000,0.08762,0.16826
4.29386,100,670,-6.8,400,5000,0.08718,0.16746
4.29977,100,669.5,-6.8,400,5000,0.08642,0.1663
4.3061,100,669,-6.8,400,5000,0.08522,0.16513
4.31044,100,668.5,-6.8,400,5000,0.08514,0.16438
4.32156,100,668,-6.8,400,5000,0.08408,0.16236
4.33514,100,667.5,-6.8,400,5000,0.0825,0.15996
4.33989,100,667,-6.8,400,5000,0.08219,0.15913
4.34613,100,666.5,-6.8,400,5000,0.08143,0.15807
4.35203,100,666,-6.8,400,5000,0.08039,0.15703
4.36207,100,665.5,-6.8,400,5000,0.07944,0.1553
4.37526,100,665,-6.8,400,5000,0.07856,0.15303
4.37848,100,664.5,-6.8,400,5000,0.07805,0.15252
4.38271,100,664,-6.8,400,5000,0.07777,0.15181
4.38826,100,663.5,-6.8,400,5000,0.0773,0.15087
4.39506,100,663,-6.8,400,5000,0.07651,0.14977
4.39973,100,662.5,-6.8,400,5000,0.07575,0.14901
4.41062,100,662,-6.8,400,5000,0.07483,0.14727
4.4245,100,661.5,-6.8,400,5000,0.07421,0.14528
4.42904,100,661,-6.8,400,5000,0.07402,0.14463
4.43502,100,660.5,-6.8,400,5000,0.07356,0.14375
4.44127,100,660,-6.8,400,5000,0.07264,0.14283
4.44556,100,659.5,-6.8,400,5000,0.07276,0.1422
4.45671,100,659,-6.8,400,5000,0.07215,0.14061
4.47025,100,658.5,-6.8,400,5000,0.07126,0.13879
4.47503,100,658,-6.8,400,5000,0.07117,0.13819
4.48131,100,657.5,-6.8,400,5000,0.07065,0.13737
4.48715,100,657,-6.8,400,5000,0.06989,0.1366
4.49723,100,656.5,-6.8,400,5000,0.0694,0.13528
4.51048,100,656,-6.8,400,5000,0.06904,0.13357
4.51376,100,655.5,-6.8,400,5000,0.06864,0.13317
4.51808,100,655,-6.8,400,5000,0.06854,0.13264
4.52374,100,654.5,-6.8,400,5000,0.06834,0.13199
4.53039,100,654,-6.8,400,5000,0.06787,0.13121
4.53496,100,653.5,-6.8,400,5000,0.06731,0.13065
4.54592,100,653,-6.8,400,5000,0.0669,0.12938
4.5597,100,652.5,-6.8,400,5000,0.06684,0.12798
4.56431,100,652,-6.8,400,5000,0.06673,0.12748
4.57037,100,651.5,-6.8,400,5000,0.06654,0.12686
4.57651,100,651,-6.8,400,5000,0.06587,0.12619
4.58639,100,650.5,-6.8,400,5000,0.06558,0.12515
4.59937,100,650,-6.8,400,5000,0.06575,0.12386
4.6023,100,649.5,-6.8,400,5000,0.06547,0.12358
4.60616,100,649,-6.8,400,5000,0.06549,0.12319
4.61123,100,648.5,-6.8,400,5000,0.06552,0.12272
4.61788,100,648,-6.8,400,5000,0.06522,0.12207
4.62323,100,647.5,-6.8,400,5000,0.0647,0.12155
4.63366,100,647,-6.8,400,5000,0.06457,0.12059
4.64734,100,646.5,-6.8,400,5000,0.06462,0.11934
4.65122,100,646,-6.8,400,5000,0.0647,0.119
4.6563,100,645.5,-6.8,400,5000,0.06471,0.11857
4.66298,100,645,-6.8,400,5000,0.06447,0.11801
4.6683,100,644.5,-6.8,400,5000,0.064,0.11755
4.67874,100,644,-6.8,400,5000,0.06396,0.11673
4.69246,100,643.5,-6.8,400,5000,0.06425,0.11573
4.69636,100,643,-6.8,400,5000,0.06436,0.11543
4.7015,100,642.5,-6.8,400,5000,0.06398,0.11504
4.70823,100,642,-6.8,400,5000,0.06392,0.11458
4.71348,100,641.5,-6.8,400,5000,0.06423,0.11418
4.72397,100,641,-6.8,400,5000,0.06345,0.11341
4.73776,100,640.5,-6.8,400,5000,0.06378,0.11244
4.74177,100,640,-6.8,400,5000,0.0639,0.11216
4.74702,100,639.5,-6.8,400,5000,0.06405,0.11184
4.75393,100,639,-6.8,400,5000,0.06391,0.11139
4.75895,100,638.5,-6.8,400,5000,0.06359,0.11107
4.7696,100,638,-6.8,400,5000,0.06359,0.11034
4.78358,100,637.5,-6.8,400,5000,0.06406,0.10957
4.78784,100,637,-6.8,400,5000,0.06417,0.10931
4.79344,100,636.5,-6.8,400,5000,0.06419,0.10898
4.80018,100,636,-6.8,400,5000,0.06404,0.10857
4.80481,100,635.5,-6.8,400,5000,0.06378,0.1083
4.81573,100,635,-6.8,400,5000,0.06383,0.10778
4.82957,100,634.5,-6.8,400,5000,0.06416,0.10698
4.83414,100,634,-6.8,400,5000,0.06426,0.10673
4.84014,100,633.5,-6.8,400,5000,0.06421,0.10639
4.84635,100,633,-6.8,400,5000,0.06387,0.10604
4.85062,100,632.5,-6.8,400,5000,0.06425,0.10583
4.86179,100,632,-6.8,400,5000,0.06447,0.10524
4.8753,100,631.5,-6.8,400,5000,0.06449,0.10452
4.88009,100,631,-6.8,400,5000,0.06424,0.10428
4.88639,100,630.5,-6.8,400,5000,0.06457,0.10395
4.89221,100,630,-6.8,400,5000,0.06428,0.10366
4.90231,100,629.5,-6.8,400,5000,0.06429,0.10316
4.91558,100,629,-6.8,400,5000,0.06466,0.10253
4.9189,100,628.5,-6.8,400,5000,0.06449,0.10236
4.92326,100,628,-6.8,400,5000,0.0646,0.10214
4.92898,100,627.5,-6.8,400,5000,0.06467,0.10186
4.93555,100,627,-6.8,400,5000,0.06433,0.10153
4.94007,100,626.5,-6.8,400,5000,0.06459,0.10129
4.95107,100,626,-6.8,400,5000,0.06458,0.10077
4.9648,100,625.5,-6.8,400,5000,0.06448,0.10008
4.96944,100,625,-6.8,400,5000,0.06457,0.09986
4.97554,100,624.5,-6.8,400,5000,0.06456,0.09958
4.98162,100,624,-6.8,400,5000,0.06426,0.09928
4.99154,100,623.5,-6.8,400,5000,0.06432,0.09878
5.00457,100,623,-6.8,400,5000,0.06458,0.09815
5.00757,100,622.5,-6.8,400,5000,0.06466,0.098
5.01151,100,622,-6.8,400,5000,0.06446,0.09781
5.01668,100,621.5,-6.8,400,5000,0.06448,0.09753
5.02348,100,621,-6.8,400,5000,0.06435,0.09714
5.02864,100,620.5,-6.8,400,5000,0.06408,0.09687
5.03919,100,620,-6.8,400,5000,0.06402,0.09634
5.05305,100,619.5,-6.8,400,5000,0.06397,0.09554
5.05714,100,619,-6.8,400,5000,0.06404,0.09534
5.06251,100,618.5,-6.8,400,5000,0.06404,0.09504
5.06954,100,618,-6.8,400,5000,0.06385,0.09462
5.07438,100,617.5,-6.8,400,5000,0.06362,0.09439
5.08515,100,617,-6.8,400,5000,0.06349,0.09378
5.09918,100,616.5,-6.8,400,5000,0.06333,0.09292
5.10362,100,616,-6.8,400,5000,0.06332,0.09271
5.10946,100,615.5,-6.8,400,5000,0.06324,0.09237
5.11588,100,615,-6.8,400,5000,0.06303,0.09199
5.1203,100,614.5,-6.8,400,5000,0.06281,0.09177
5.13136,100,614,-6.8,400,5000,0.06258,0.0911
5.14501,100,613.5,-6.8,400,5000,0.06248,0.09023
5.14971,100,613,-6.8,400,5000,0.06246,0.08995
5.15589,100,612.5,-6.8,400,5000,0.06223,0.08957
5.16187,100,612,-6.8,400,5000,0.06187,0.0892
5.17185,100,611.5,-6.8,400,5000,0.06165,0.08859
5.18498,100,611,-6.8,400,5000,0.06162,0.08774
5.18811,100,610.5,-6.8,400,5000,0.06141,0.08754
5.19221,100,610,-6.8,400,5000,0.06143,0.08731
5.19761,100,609.5,-6.8,400,5000,0.06134,0.08695
5.20461,100,609,-6.8,400,5000,0.06106,0.08648
5.20942,100,608.5,-6.8,400,5000,0.06074,0.08615
5.22021,100,608,-6.8,400,5000,0.06038,0.0854
5.23422,100,607.5,-6.8,400,5000,0.06011,0.0844
5.23867,100,607,-6.8,400,5000,0.05999,0.08409
5.24453,100,606.5,-6.8,400,5000,0.05974,0.08368
5.25093,100,606,-6.8,400,5000,0.05947,0.08324
5.25533,100,605.5,-6.8,400,5000,0.05916,0.08294
5.26641,100,605,-6.8,400,5000,0.05877,0.08217
5.28004,100,604.5,-6.8,400,5000,0.05837,0.08123
5.28475,100,604,-6.8,400,5000,0.05825,0.0809
5.29094,100,603.5,-6.8,400,5000,0.05799,0.08047
5.2969,100,603,-6.8,400,5000,0.05759,0.08007
5.3069,100,602.5,-6.8,400,5000,0.05724,0.07937
5.32003,100,602,-6.8,400,5000,0.05698,0.07839
5.32318,100,601.5,-6.8,400,5000,0.05676,0.07817
5.32731,100,601,-6.8,389,5000,0.05663,0.07786
5.33274,100,600.5,-6.8,390,5000,0.05642,0.07751
5.3397,100,600,-6.8,391,5000,0.05605,0.07699
5.34448,100,599.5,-6.8,392,5000,0.05569,0.07664
5.35529,100,599,-6.8,393,5000,0.05532,0.07586
5.36927,100,598.5,-6.8,394,5000,0.05491,0.0748
5.37374,100,598,-6.8,395,5000,0.05474,0.07447
5.37962,100,597.5,-6.8,396,5000,0.05451,0.07404
5.38599,100,597,-6.8,400,5000,0.05404,0.07357
5.39037,100,596.5,-6.8,400,5000,0.05395,0.07326
5.40146,100,596,-6.8,400,5000,0.05353,0.07244
5.41507,100,595.5,-6.8,400,5000,0.05286,0.07142
5.4198,100,595,-6.8,400,5000,0.05269,0.07107
5.426,100,594.5,-6.8,400,5000,0.05237,0.07061
5.43194,100,594,-6.8,403,5000,0.05196,0.07019
5.44196,100,593.5,-6.8,400,5000,0.05154,0.06944
5.45511,100,593,-6.8,400,5000,0.05109,0.06846
5.45828,100,592.5,-6.8,400,5000,0.05105,0.06826
5.46244,100,592,-6.8,400,5000,0.05074,0.06795
5.46791,100,591.5,-6.8,400,5000,0.05052,0.06753
5.47481,100,591,-6.8,400,5000,0.05015,0.06702
5.47956,100,590.5,-6.8,400,5000,0.04984,0.06672
5.4904,100,590,-6.8,405,5000,0.04932,0.06588
5.50434,100,589.5,-6.8,406,5000,0.04883,0.06486
5.50884,100,589,-6.8,407,5000,0.04865,0.06454
5.51474,100,588.5,-6.8,408,5000,0.04835,0.0641
5.52107,100,588,-6.8,409,5000,0.04796,0.06365
5.52543,100,587.5,-6.8,410,5000,0.04765,0.06334
5.53653,100,587,-6.8,405,5000,0.04706,0.06248
5.55012,100,586.5,-6.8,406,5000,0.04654,0.06149
5.55486,100,586,-6.8,407,5000,0.04631,0.06114
5.56109,100,585.5,-6.8,408,5000,0.04608,0.06075
5.567,100,585,-6.8,400,5000,0.04578,0.06032
5.57703,100,584.5,-6.8,400,5000,0.04504,0.05957
5.59021,100,584,-6.8,400,5000,0.04452,0.05856
5.59341,100,583.5,-6.8,400,5000,0.0445,0.05837
5.59761,100,583,-6.8,400,5000,0.04424,0.05811
5.60313,100,582.5,-6.8,400,5000,0.04394,0.0577
5.60997,100,582,-6.8,405,5000,0.04359,0.05719
5.61467,100,581.5,-6.8,406,5000,0.04324,0.05685
5.62554,100,581,-6.8,397,5000,0.04271,0.05602
5.63944,100,580.5,-6.8,408,5000,0.04226,0.05501
5.64396,100,580,-6.8,400,5000,0.04214,0.05473
5.64991,100,579.5,-6.8,400,5000,0.04188,0.0543
5.65619,100,579,-6.8,400,5000,0.04157,0.05386
5.66051,100,578.5,-6.8,400,5000,0.04126,0.05354
5.67164,100,578,-6.8,400,5000,0.04077,0.05277
5.68519,100,577.5,-6.8,399,5000,0.04034,0.05179
5.68996,100,577,-6.8,400,5000,0.04021,0.05148
5.69621,100,576.5,-6.8,401,5000,0.03995,0.05106
5.70208,100,576,-6.8,402,5000,0.03982,0.05066
5.71214,100,575.5,-6.8,403,5000,0.03912,0.04996
5.72535,100,575,-6.8,400,5000,0.03891,0.04914
5.72859,100,574.5,-6.8,400,5000,0.03887,0.04896
5.73285,100,574,-6.8,400,5000,0.03857,0.04866
5.73845,100,573.5,-6.8,400,5000,0.03837,0.04826
5.74519,100,573,-6.8,400,5000,0.03802,0.04779
5.74982,100,572.5,-6.8,400,5000,0.03771,0.04748
5.76073,100,572,-6.8,395,5000,0.03729,0.04676
5.77457,100,571.5,-6.8,385,5000,0.03687,0.04582
5.77914,100,571,-6.8,386,5000,0.0367,0.04551
5.78514,100,570.5,-6.8,387,5000,0.03648,0.04514
5.79135,100,570,-6.8,388,5000,0.03625,0.04479
5.79562,100,569.5,-6.8,400,5000,0.03598,0.04452
5.80678,100,569,-6.8,400,5000,0.03568,0.04394
5.82029,100,568.5,-6.8,400,5000,0.03522,0.04311
5.82509,100,568,-6.8,400,5000,0.03508,0.04282
5.83138,100,567.5,-6.8,400,5000,0.03487,0.04247
5.8372,100,567,-6.8,400,5000,0.03473,0.04218
5.84729,100,566.5,-6.8,400,5000,0.03413,0.04158
5.86055,100,566,-6.8,400,5000,0.03366,0.04076
5.86386,100,565.5,-6.8,400,5000,0.03363,0.04062
5.8682,100,565,-6.8,404,5000,0.03338,0.04037
5.87391,100,564.5,-6.8,400,5000,0.03321,0.04003
5.8805,100,564,-6.8,400,5000,0.03292,0.03964
5.88504,100,563.5,-6.8,400,5000,0.03266,0.03938
5.89602,100,563,-6.8,400,5000,0.03231,0.03887
5.90977,100,562.5,-6.8,400,5000,0.032,0.03813
5.9144,100,562,-6.8,400,5000,0.03187,0.03787
5.92048,100,561.5,-6.8,400,5000,0.03177,0.03753
5.92658,100,561,-6.8,400,5000,0.03144,0.0372
5.93648,100,560.5,-6.8,400,5000,0.03117,0.03671
5.94948,100,560,-6.8,400,5000,0.03082,0.03619
5.95245,100,559.5,-6.8,400,5000,0.03075,0.03604
5.95635,100,559,-6.8,401,5000,0.03061,0.03584
5.96148,100,558.5,-6.8,400,5000,0.03038,0.0356
5.96821,100,558,-6.8,400,5000,0.03018,0.03529
5.97346,100,557.5,-6.8,400,5000,0.03002,0.03502
5.98395,100,557,-6.8,400,5000,0.02947,0.03446
5.99773,100,556.5,-6.8,400,5000,0.02922,0.03377
6.00171,100,556,-6.8,404,5000,0.02907,0.03358
6.00695,100,555.5,-6.8,400,5000,0.029,0.03335
6.01383,100,555,-6.8,400,5000,0.0288,0.03305
6.01889,100,554.5,-6.8,401,5000,0.02855,0.03279
6.02951,100,554,-6.8,400,5000,0.02823,0.03232
6.04346,100,553.5,-6.8,400,5000,0.02804,0.03171
6.04768,100,553,-6.8,400,5000,0.028,0.03156
6.05322,100,552.5,-6.8,399,5000,0.02786,0.0313
6.06003,100,552,-6.8,400,5000,0.02765,0.031
6.06471,100,551.5,-6.8,400,5000,0.02742,0.03077
6.07559,100,551,-6.8,385,5000,0.02712,0.0303
6.08947,100,550.5,-6.8,400,5000,0.02692,0.02978
6.09401,100,550,-6.8,400,5000,0.02684,0.02959
6.09997,100,549.5,-6.8,375,5000,0.02675,0.02939
6.10623,100,549,-6.8,376,5000,0.02649,0.02913
6.11053,100,548.5,-6.8,377,5000,0.02652,0.02896
6.12167,100,548,-6.8,400,5000,0.02634,0.02853
6.13522,100,547.5,-6.8,400,5000,0.02599,0.02794
6.13999,100,547,-6.8,396,5000,0.02579,0.02775
6.14625,100,546.5,-6.8,397,5000,0.02574,0.0275
6.15211,100,546,-6.8,398,5000,0.02558,0.02733
6.16218,100,545.5,-6.8,400,5000,0.02542,0.02694
6.1754,100,545,-6.8,400,5000,0.02513,0.02642
6.17866,100,544.5,-6.8,400,5000,0.025,0.0263
6.18294,100,544,-6.8,400,5000,0.02486,0.02613
6.18856,100,543.5,-6.8,400,5000,0.02472,0.02588
6.19526,100,543,-6.8,400,5000,0.0245,0.02561
6.19987,100,542.5,-6.8,400,5000,0.0243,0.02542
6.2108,100,542,-6.8,400,5000,0.02406,0.02503
6.22462,100,541.5,-6.8,405,5000,0.02376,0.02446
6.2292,100,541,-6.8,406,5000,0.02367,0.0243
6.23521,100,540.5,-6.8,407,5000,0.02347,0.0241
6.2414,100,540,-6.8,408,5000,0.02331,0.02394
6.24565,100,539.5,-6.8,409,5000,0.02321,0.02378
6.25683,100,539,-6.8,400,5000,0.02292,0.02341
6.27032,100,538.5,-6.8,400,5000,0.02262,0.023
6.27512,100,538,-6.8,400,5000,0.02249,0.02286
6.28143,100,537.5,-6.8,400,5000,0.02239,0.02265
6.28724,100,537,-6.8,400,5000,0.02221,0.02247
6.29734,100,536.5,-6.8,400,5000,0.02194,0.02213
6.31061,100,536,-6.8,400,5000,0.02153,0.02166
6.31394,100,535.5,-6.8,400,5000,0.02142,0.02155
6.31831,100,535,-6.8,399,5000,0.0213,0.02141
6.32405,100,534.5,-6.8,401,5000,0.02115,0.02123
6.3306,100,534,-6.8,400,5000,0.02101,0.02109
6.3351,100,533.5,-6.8,400,5000,0.02089,0.02094
6.3461,100,533,-6.8,400,5000,0.02054,0.02054
6.35982,100,532.5,-6.8,400,5000,0.02005,0.02005
6.36447,100,532,-6.8,405,5000,0.0199,0.0199
6.37057,100,531.5,-6.8,406,5000,0.01973,0.01973
6.37665,100,531,-6.8,397,5000,0.01953,0.01953
6.38657,100,530.5,-6.8,408,5000,0.01931,0.01931
6.39959,100,530,-6.8,400,5000,0.01891,0.01891
6.4026,100,529.5,-6.8,400,5000,0.01885,0.01885
6.40655,100,529,-6.8,400,5000,0.01873,0.01873
6.41174,100,528.5,-6.8,400,5000,0.01856,0.01856
6.41855,100,528,-6.8,400,5000,0.01838,0.01838
6.42369,100,527.5,-6.8,399,5000,0.01823,0.01823
6.43425,100,527,-6.8,400,5000,0.0179,0.0179
6.44812,100,526.5,-6.8,401,5000,0.01749,0.01749
6.45224,100,526,-6.8,402,5000,0.01737,0.01737
6.45764,100,525.5,-6.8,403,5000,0.01721,0.01721
6.46463,100,525,-6.8,400,5000,0.017,0.017
6.46943,100,524.5,-6.8,400,5000,0.01687,0.01687
6.48023,100,524,-6.8,400,5000,0.01655,0.01655
6.49422,100,523.5,-6.8,400,5000,0.01614,0.01614
6.49868,100,523,-6.8,400,5000,0.01603,0.01603
6.50454,100,522.5,-6.8,400,5000,0.01588,0.01588
6.51094,100,522,-6.8,395,5000,0.01575,0.01575
6.51533,100,521.5,-6.8,385,5000,0.01569,0.01569
6.52641,100,521,-6.8,386,5000,0.01542,0.01542
6.54004,100,520.5,-6.8,387,5000,0.01507,0.01507
6.54475,100,520,-6.8,388,5000,0.01495,0.01495
6.55094,100,519.5,-6.8,400,5000,0.01483,0.01483
6.5569,100,519,-6.8,400,5000,0.01468,0.01468
6.5669,100,518.5,-6.8,400,5000,0.01453,0.01453
6.58003,100,518,-6.8,400,5000,0.01423,0.01423
6.58317,100,517.5,-6.8,400,5000,0.01415,0.01415
6.5873,100,517,-6.8,400,5000,0.01404,0.01404
6.59272,100,516.5,-6.8,400,5000,0.01387,0.01387
6.59968,100,516,-6.8,400,5000,0.01376,0.01376
6.60447,100,515.5,-6.8,400,5000,0.01361,0.01361
6.61528,100,515,-6.8,404,5000,0.01332,0.01332
6.62926,100,514.5,-6.8,400,5000,0.01287,0.01287
6.63373,100,514,-6.8,400,5000,0.01275,0.01275
6.6396,100,513.5,-6.8,400,5000,0.01258,0.01258
6.64598,100,513,-6.8,400,5000,0.01242,0.01242
6.65036,100,512.5,-6.8,400,5000,0.01229,0.01229
6.66144,100,512,-6.8,400,5000,0.012,0.012
6.67506,100,511.5,-6.8,400,5000,0.01158,0.01158
6.67978,100,511,-6.8,400,5000,0.01146,0.01146
6.68598,100,510.5,-6.8,400,5000,0.01127,0.01127
6.69193,100,510,-6.8,400,5000,0.01112,0.01112
6.70193,100,509.5,-6.8,400,5000,0.01084,0.01084
6.71508,100,509,-6.8,401,5000,0.01044,0.01044
6.71824,100,508.5,-6.8,400,5000,0.01035,0.01035
6.72239,100,508,-6.8,400,5000,0.01023,0.01023
6.72784,100,507.5,-6.8,400,5000,0.01009,0.01009
6.73476,100,507,-6.8,400,5000,0.00989,0.00989
6.73953,100,506.5,-6.8,400,5000,0.00977,0.00977
6.75035,100,506,-6.8,404,5000,0.00946,0.00946
6.76431,100,505.5,-6.8,400,5000,0.00907,0.00907
6.76879,100,505,-6.8,400,5000,0.00894,0.00894
6.77468,100,504.5,-6.8,401,5000,0.00881,0.00881
6.78103,100,504,-6.8,400,5000,0.00866,0.00866
6.7854,100,503.5,-6.8,400,5000,0.00855,0.00855
6.79649,100,503,-6.8,400,5000,0.00826,0.00826
6.8101,100,502.5,-6.8,399,5000,0.00799,0.00799
6.81483,100,502,-6.8,400,5000,0.00788,0.00788
6.82104,100,501.5,-6.8,400,5000,0.00774,0.00774
6.82697,100,501,-6.8,385,5000,0.0076,0.0076
6.83699,100,500.5,-6.8,400,5000,0.00745,0.00745
6.85015,100,500,-6.8,400,5000,0.00723,0.00741
6.85333,100,499.5,-6.8,375,5000,0.00715,0.00741
6.85751,100,499,-6.8,376,5000,0.0071,0.00741
6.863,100,498.5,-6.8,377,5000,0.00699,0.00741
6.86988,100,498,-6.8,400,5000,0.00683,0.00741
6.87461,100,497.5,-6.8,400,5000,0.00672,0.00741
6.88545,100,497,-6.8,396,5000,0.00656,0.00741
6.89938,100,496.5,-6.8,397,5000,0.00624,0.00741
6.90388,100,496,-6.8,398,5000,0.00613,0.00741
6.9098,100,495.5,-6.8,400,5000,0.006,0.00741
6.91612,100,495,-6.8,400,5000,0.00586,0.00741
6.92046,100,494.5,-6.8,400,5000,0.00576,0.00741
6.93157,100,494,-6.8,400,5000,0.00554,0.00741
6.94515,100,493.5,-6.8,400,5000,0.00538,0.00741
6.94989,100,493,-6.8,400,5000,0.00529,0.00741
6.95613,100,492.5,-6.8,400,5000,0.00523,0.00741
6.96203,100,492,-6.8,400,5000,0.00511,0.00741
6.97207,100,491.5,-6.8,400,5000,0.00499,0.00741
6.98525,100,491,-6.8,400,5000,0.00483,0.00741
6.98846,100,490.5,-6.8,400,5000,0.00483,0.00741
6.99269,100,490,-6.8,400,5000,0.00492,0.00741
6.99823,100,489.5,-6.8,400,5000,0.00499,0.00741
7.00503,100,489,-6.8,400,5000,0.00499,0.00741
7.00971,100,488.5,-6.8,400,5000,0.00501,0.00741
7.02059,100,488,-6.8,400,5000,0.00503,0.00741
7.03448,100,487.5,-6.8,400,5000,0.00509,0.00741
7.03901,100,487,-6.8,400,5000,0.0051,0.00741
7.04497,100,486.5,-6.8,400,5000,0.00514,0.00741
7.05124,100,486,-6.8,400,5000,0.00514,0.00741
7.05554,100,485.5,-6.8,400,5000,0.00514,0.00741
7.06668,100,485,-6.8,400,5000,0.00514,0.00741
7.08022,100,484.5,-6.8,400,5000,0.00514,0.00741
7.08499,100,484,-6.8,400,5000,0.00519,0.00741
7.09126,100,483.5,-6.8,400,5000,0.00519,0.00741
7.09712,100,483,-6.8,400,5000,0.00519,0.00741
7.10718,100,482.5,-6.8,400,5000,0.00519,0.00741
7.12041,100,482,-6.8,400,5000,0.00519,0.00741
7.12367,100,481.5,-6.8,400,5000,0.00519,0.00741
7.12795,100,481,-6.8,400,5000,0.00519,0.00741
7.13358,100,480.5,-6.8,400,5000,0.00519,0.00741
7.14027,100,480,-6.8,405,5000,0.00519,0.00741
7.14488,100,479.5,-6.8,406,5000,0.00519,0.00741
7.15581,100,479,-6.8,397,5000,0.00519,0.00741
7.16962,100,478.5,-6.8,408,5000,0.00519,0.00741
7.17421,100,478,-6.8,400,5000,0.00519,0.00741
7.18023,100,477.5,-6.8,400,5000,0.00519,0.00741
7.18641,100,477,-6.8,400,5000,0.00519,0.00741
7.19066,100,476.5,-6.8,400,5000,0.00519,0.00741
7.20184,100,476,-6.8,400,5000,0.00519,0.00741
7.21533,100,475.5,-6.8,399,5000,0.00519,0.00741
7.22013,100,475,-6.8,400,5000,0.00519,0.00741
7.22644,100,474.5,-6.8,401,5000,0.00519,0.00741
7.23224,100,474,-6.8,402,5000,0.00519,0.00741
7.24235,100,473.5,-6.8,403,5000,0.00519,0.00741
7.25562,100,473,-6.8,400,5000,0.00519,0.00741
7.25895,100,472.5,-6.8,400,5000,0.00519,0.00741
7.26333,100,472,-6.8,400,5000,0.00519,0.00741
