时间量(s),阀门开度(%),海拔(m),坡度(‰),速度v（km/h）,隧道长度(m),每1s,每3s,预测最优开度,预测方式
2.74682,100,500,0,400,5000,1655.3,1972.99,91.05738831,神经网络预测
2.76033,100,500,0,400,5000,1639.95,1943.97,91.1223526,神经网络预测
2.76516,100,500,0,400,5000,1629.35,1934.09,90.80610657,神经网络预测
2.77151,100,500,0,400,5000,1620.96,1919.79,90.78633881,神经网络预测
2.7773,100,500,0,400,5000,1607.6,1907.38,90.39183807,神经网络预测
2.78747,100,500,0,400,5000,1589.2,1883.62,90.0879364,神经网络预测
2.80084,100,500,0,400,5000,1565.27,1850.75,89.76819611,神经网络预测
2.80425,100,500,0,400,5000,1556.74,1842.22,89.5477066,神经网络预测
2.80873,100,500,0,400,5000,1548.58,1831.44,89.42732239,神经网络预测
2.81462,100,500,0,400,5000,1536.36,1816.3,89.21516418,神经网络预测
2.821,100,500,0,400,5000,1519.71,1800.49,88.77194977,神经网络预测
2.82538,100,500,0,400,5000,1513.24,1789.27,88.76777649,神经网络预测
2.8365,100,500,0,400,5000,1489.79,1759.71,88.39002991,神经网络预测
2.85012,100,500,0,400,5000,1458.67,1723.3,87.80760193,神经网络预测
2.85486,100,500,0,400,5000,1445.76,1710.38,87.50911713,神经网络预测
2.8611,100,500,0,400,5000,1433.94,1694.06,87.35884094,神经网络预测
2.86702,100,500,0,400,5000,1417.65,1677.91,86.98914337,神经网络预测
2.87707,100,500,0,400,5000,1394.62,1650.55,86.59069824,神经网络预测
2.89028,100,500,0,400,5000,1365.68,1614.25,86.14846039,神经网络预测
2.89351,100,500,0,400,5000,1356.75,1605.32,85.96727753,神经网络预测
2.89775,100,500,0,400,5000,1347.52,1594.1,85.82646179,神经网络预测
2.90333,100,500,0,400,5000,1334.72,1578.66,85.63388062,神经网络预测
2.91011,100,500,0,400,5000,1317.74,1560.63,85.33769989,神经网络预测
2.91477,100,500,0,400,5000,1304.89,1548.03,85.10112762,神经网络预测
2.92568,100,500,0,400,5000,1279.45,1518.36,84.75274658,神经网络预测
2.93955,100,500,0,400,5000,1248.88,1481.25,84.40232849,神经网络预测
2.94412,100,500,0,400,5000,1239.07,1468.98,84.30591583,神经网络预测
2.95011,100,500,0,400,5000,1225.21,1453.38,84.14312744,神经网络预测
2.95634,100,500,0,400,5000,1208.58,1436.91,83.91622925,神经网络预测
2.96061,100,500,0,400,5000,1201.04,1425.76,83.88870239,神经网络预测
2.97179,100,500,0,400,5000,1176.51,1396.85,83.67430878,神经网络预测
2.98531,100,500,0,400,5000,1146.2,1362.51,83.41962433,神经网络预测
2.99011,100,500,0,400,5000,1133.91,1350.22,83.29708099,神经网络预测
2.99642,100,500,0,400,5000,1121.84,1334.2,83.25665283,神经网络预测
3.00223,100,500,0,400,5000,1107.24,1320.48,83.11042786,神经网络预测
3.01234,100,500,0,400,5000,1085.91,1295.53,83.00357056,神经网络预测
3.02562,100,500,0,400,5000,1059.6,1263.59,82.91797638,神经网络预测
3.02895,100,500,0,400,5000,1051.62,1255.61,82.86560059,神经网络预测
3.03333,100,500,0,400,5000,1043.13,1245.59,82.84051514,神经网络预测
3.03908,100,500,0,400,5000,1031.47,1231.95,82.80735779,神经网络预测
3.04562,100,500,0,400,5000,1016.15,1217.24,82.71340942,神经网络预测
3.05012,100,500,0,400,5000,1008.87,1206.92,82.72777557,神经网络预测
3.06114,100,500,0,400,5000,987.67,1182.26,82.67816162,神经网络预测
3.07486,100,500,0,400,5000,960.51,1151.63,82.59099579,神经网络预测
3.07952,100,500,0,400,5000,952.26,1141.83,82.56259918,神经网络预测
3.08565,100,500,0,400,5000,940.41,1128.45,82.49897766,神经网络预测
3.0917,100,500,0,400,5000,927.34,1115.9,82.36943817,神经网络预测
3.10164,100,500,0,400,5000,909.38,1095.21,82.1823349,神经网络预测
3.1147,100,500,0,400,5000,887.36,1068.48,81.9460144,神经网络预测
3.11774,100,500,0,400,5000,882.62,1062.25,81.90612793,神经网络预测
3.12174,100,500,0,400,5000,874.49,1054.55,81.79698944,神经网络预测
3.12699,100,500,0,400,5000,865.89,1044.01,81.72712708,神经网络预测
3.13388,100,500,0,400,5000,853.43,1030.24,81.61833954,神经网络预测
3.13892,100,500,0,400,5000,843.49,1020.88,81.51864624,神经网络预测
3.14956,100,500,0,400,5000,825.68,1000.66,81.41521454,神经网络预测
3.16353,100,500,0,400,5000,804.01,974.74,81.35202789,神经网络预测
3.16777,100,500,0,400,5000,797.58,966.83,81.34856415,神经网络预测
3.17335,100,500,0,400,5000,788.9,956.56,81.34629822,神经网络预测
3.18012,100,500,0,400,5000,777.62,944.86,81.32701111,神经网络预测
3.18478,100,500,0,400,5000,769.23,936.64,81.31261444,神经网络预测
3.19568,100,500,0,400,5000,752.6,917.82,81.35275269,神经网络预测
3.20954,100,500,0,400,5000,732.85,894,81.4230957,神经网络预测
3.21411,100,500,0,400,5000,726.52,886.64,81.43152618,神经网络预测
3.2201,100,500,0,400,5000,717.8,876.57,81.4332962,神经网络预测
3.22632,100,500,0,400,5000,707.46,866.8,81.38134003,神经网络预测
3.2306,100,500,0,400,5000,702.63,859.93,81.39801788,神经网络预测
3.24177,100,500,0,400,5000,687.45,842.22,81.36802673,神经网络预测
3.25529,100,500,0,400,5000,668.83,821.05,81.31472778,神经网络预测
3.26009,100,500,0,400,5000,662.86,814.01,81.29703522,神经网络预测
3.26638,100,500,0,400,5000,654.16,804.37,81.23741913,神经网络预测
3.27221,100,500,0,400,5000,645.37,795.99,81.10259247,神经网络预测
3.28231,100,500,0,400,5000,632.61,781.31,80.89768982,神经网络预测
3.29557,100,500,0,400,5000,617.02,762.2,80.63500977,神经网络预测
3.29888,100,500,0,400,5000,612.27,757.79,80.54597473,神经网络预测
3.30324,100,500,0,400,5000,607.25,751.61,80.52388763,神经网络预测
3.30896,100,500,0,400,5000,600.41,743.56,80.55873108,神经网络预测
3.31554,100,500,0,400,5000,592.01,734.97,80.71570587,神经网络预测
3.32006,100,500,0,400,5000,585.8,728.9,80.89506531,神经网络预测
3.33105,100,500,0,400,5000,572.94,714.31,80.95597076,神经网络预测
3.3448,100,500,0,400,5000,558.07,696.31,79.73991394,神经网络预测
3.34944,100,500,0,400,5000,553.2,690.73,78.53923798,神经网络预测
3.35554,100,500,0,400,5000,546.42,682.91,76.58787537,神经网络预测
3.36162,100,500,0,400,5000,538.77,675.75,73.72731781,神经网络预测
3.37154,100,500,0,400,5000,528.13,663.7,68.92890167,神经网络预测
3.38457,100,500,0,400,5000,515.79,648.07,59.15185165,神经网络预测
3.38756,100,500,0,400,5000,512.24,644.74,57.3441391,神经网络预测
3.39151,100,500,0,400,5000,508.48,640.05,58.17753601,神经网络预测
3.39668,100,500,0,400,5000,503.53,634,58.00992966,神经网络预测
3.40348,100,500,0,400,5000,496.37,626.53,100,直接输出100
3.40864,100,500,0,400,5000,490.42,620.7,100,直接输出100
3.41919,100,500,0,400,5000,480.22,609.1,100,直接输出100
3.43305,100,500,0,400,5000,467.65,594.04,100,直接输出100
3.43714,100,500,0,400,5000,464.09,589.93,100,直接输出100
3.44252,100,500,0,400,5000,459.2,584.14,100,直接输出100
3.44955,100,500,0,400,5000,452.31,577.03,100,直接输出100
3.45438,100,500,0,400,5000,447.21,572.04,100,直接输出100
3.46516,100,500,0,400,5000,437.61,561.21,100,直接输出100
3.47919,100,500,0,400,5000,425.8,547.12,100,直接输出100
3.48364,100,500,0,400,5000,422.2,543.02,100,直接输出100
3.48948,100,500,0,400,5000,417.23,537.28,100,直接输出100
3.4959,100,500,0,400,5000,410.99,531.46,100,直接输出100
3.50031,100,500,0,400,5000,408.09,527.34,100,直接输出100
3.51138,100,500,0,400,5000,399.36,517.18,100,直接输出100
3.52502,100,500,0,400,5000,388.35,504.65,100,直接输出100
3.52973,100,500,0,400,5000,384.15,500.73,100,直接输出100
3.53592,100,500,0,400,5000,379.96,495.2,100,直接输出100
3.54189,100,500,0,400,5000,374.69,490.27,100,直接输出100
3.55188,100,500,0,400,5000,367.33,481.87,100,直接输出100
3.56502,100,500,0,400,5000,358.21,471.02,100,直接输出100
3.56816,100,500,0,400,5000,355.58,468.53,100,直接输出100
3.57228,100,500,0,400,5000,352.8,465.12,100,直接输出100
3.5777,100,500,0,400,5000,349,460.66,100,直接输出100
3.58468,100,500,0,400,5000,343.35,455.38,100,直接输出100
3.58947,100,500,0,400,5000,340.54,451.65,100,直接输出100
3.60028,100,500,0,400,5000,333.29,443.39,100,直接输出100
3.61427,100,500,0,400,5000,323.67,432.78,100,直接输出100
3.61874,100,500,0,400,5000,320.98,429.73,100,直接输出100
3.62461,100,500,0,400,5000,317.13,425.36,100,直接输出100
3.63099,100,500,0,400,5000,312.44,421.13,100,直接输出100
3.63537,100,500,0,400,5000,310.24,418.08,100,直接输出100
3.64646,100,500,0,400,5000,302.3,410.47,100,直接输出100
3.66008,100,500,0,400,5000,294.9,401.18,100,直接输出100
3.66481,100,500,0,400,5000,292.22,398.23,100,直接输出100
3.67102,100,500,0,400,5000,288.5,394.05,100,直接输出100
3.67696,100,500,0,400,5000,284.53,390.49,100,直接输出100
3.68698,100,500,0,400,5000,278.73,384.19,100,直接输出100
3.70014,100,500,0,400,5000,271.56,375.87,100,直接输出100
3.70332,100,500,0,400,5000,269.94,374.14,100,直接输出100
3.70749,100,500,0,400,5000,267.31,371.51,100,直接输出100
3.71298,100,500,0,400,5000,264.37,368.11,100,直接输出100
3.71987,100,500,0,400,5000,260.55,364.39,100,直接输出100
3.7246,100,500,0,400,5000,258.45,361.62,100,直接输出100
3.73545,100,500,0,400,5000,252.07,355.59,100,直接输出100
3.74938,100,500,0,400,5000,245.59,347.66,100,直接输出100
3.75389,100,500,0,400,5000,243.01,345.39,100,直接输出100
3.75982,100,500,0,400,5000,240.42,342.03,100,直接输出100
3.76613,100,500,0,400,5000,236.9,338.91,100,直接输出100
3.77047,100,500,0,400,5000,235.25,336.65,100,直接输出100
3.78159,100,500,0,400,5000,229.21,330.9,100,直接输出100
3.79517,100,500,0,400,5000,223.48,323.91,100,直接输出100
3.79992,100,500,0,400,5000,221.03,321.75,100,直接输出100
3.80617,100,500,0,400,5000,218.51,318.55,100,直接输出100
3.81206,100,500,0,400,5000,215.58,315.89,100,直接输出100
3.82211,100,500,0,400,5000,211.07,311.11,100,直接输出100
3.83532,100,500,0,400,5000,205.67,304.8,100,直接输出100
3.83855,100,500,0,400,5000,204.12,303.4,100,直接输出100
3.8428,100,500,0,400,5000,202.44,301.38,100,直接输出100
3.84839,100,500,0,400,5000,200.15,298.75,100,直接输出100
3.85515,100,500,0,400,5000,197.2,295.88,100,直接输出100
3.85979,100,500,0,400,5000,195.05,293.78,100,直接输出100
3.8707,100,500,0,400,5000,190.73,289.14,100,直接输出100
3.88456,100,500,0,400,5000,185.66,283.21,100,直接输出100
3.88912,100,500,0,400,5000,184,281.39,100,直接输出100
3.89512,100,500,0,400,5000,181.78,278.89,100,直接输出100
3.90134,100,500,0,400,5000,179.15,276.58,100,直接输出100
3.90561,100,500,0,400,5000,177.86,274.89,100,直接输出100
3.91678,100,500,0,400,5000,173.91,270.58,100,直接输出100
3.9303,100,500,0,400,5000,169.09,265.19,100,直接输出100
3.93509,100,500,0,400,5000,167.21,263.54,100,直接输出100
3.94139,100,500,0,400,5000,165.32,261.08,100,直接输出100
3.94721,100,500,0,400,5000,163.07,258.99,100,直接输出100
3.95731,100,500,0,400,5000,159.78,255.33,100,直接输出100
3.97058,100,500,0,400,5000,155.77,250.52,100,直接输出100
3.9739,100,500,0,400,5000,154.55,249.42,100,直接输出100
3.97826,100,500,0,400,5000,153.24,247.82,100,直接输出100
3.98398,100,500,0,400,5000,151.5,245.78,100,直接输出100
3.99056,100,500,0,400,5000,149.14,243.77,100,直接输出100
3.99507,100,500,0,400,5000,148.04,242.27,100,直接输出100
4.00607,100,500,0,400,5000,144.82,238.62,100,直接输出100
4.01981,100,500,0,400,5000,140.79,234.07,100,直接输出100
4.02446,100,500,0,400,5000,139.64,232.69,100,直接输出100
4.03056,100,500,0,400,5000,137.91,230.69,100,直接输出100
4.03664,100,500,0,400,5000,135.93,229.04,100,直接输出100
4.04656,100,500,0,400,5000,133.27,226.05,100,直接输出100
4.05959,100,500,0,400,5000,130.25,222.24,100,直接输出100
4.0626,100,500,0,400,5000,129.65,221.34,100,直接输出100
4.06655,100,500,0,400,5000,128.44,220.12,100,直接输出100
4.07174,100,500,0,400,5000,127.27,218.72,100,直接输出100
4.07855,100,500,0,400,5000,125.47,216.69,100,直接输出100
4.08369,100,500,0,400,5000,123.95,215.4,100,直接输出100
4.09426,100,500,0,400,5000,121.44,212.48,100,直接输出100
4.10814,100,500,0,400,5000,118.51,208.79,100,直接输出100
4.11226,100,500,0,400,5000,117.71,207.64,100,直接输出100
4.11767,100,500,0,400,5000,116.59,206.15,100,直接输出100
4.12465,100,500,0,400,5000,114.87,204.52,100,直接输出100
4.12945,100,500,0,400,5000,113.56,203.28,100,直接输出100
4.14026,100,500,0,400,5000,111.38,200.53,100,直接输出100
4.15425,100,500,0,400,5000,108.87,197.07,100,直接输出100
4.15872,100,500,0,400,5000,108.11,196.15,100,直接输出100
4.16459,100,500,0,400,5000,106.99,194.67,100,直接输出100
4.17097,100,500,0,400,5000,105.39,193.23,100,直接输出100
4.17536,100,500,0,400,5000,104.94,192.24,100,直接输出100
4.18645,100,500,0,400,5000,103.09,189.66,100,直接输出100
4.20007,100,500,0,400,5000,100.66,186.5,100,直接输出100
4.20479,100,500,0,400,5000,100.09,185.61,100,直接输出100
4.211,100,500,0,400,5000,98.99,184.19,100,直接输出100
4.21694,100,500,0,400,5000,97.64,183.04,100,直接输出100
4.22696,100,500,0,400,5000,96.19,180.96,100,直接输出100
4.24011,100,500,0,400,5000,94.63,178.08,100,直接输出100
4.24328,100,500,0,400,5000,93.95,177.47,100,直接输出100
4.24745,100,500,0,400,5000,93.45,176.57,100,直接输出100
4.25292,100,500,0,400,5000,92.75,175.43,100,直接输出100
4.25983,100,500,0,400,5000,91.62,174.1,100,直接输出100
4.26457,100,500,0,400,5000,90.68,173.2,100,直接输出100
4.27541,100,500,0,400,5000,89.18,170.98,100,直接输出100
4.28935,100,500,0,400,5000,87.62,168.26,100,直接输出100
4.29386,100,500,0,400,5000,87.18,167.46,100,直接输出100
4.29977,100,500,0,400,5000,86.42,166.3,100,直接输出100
4.3061,100,500,0,400,5000,85.22,165.13,100,直接输出100
4.31044,100,500,0,400,5000,85.14,164.38,100,直接输出100
4.32156,100,500,0,400,5000,84.08,162.36,100,直接输出100
4.33514,100,500,0,400,5000,82.5,159.96,100,直接输出100
4.33989,100,500,0,400,5000,82.19,159.13,100,直接输出100
4.34613,100,500,0,400,5000,81.43,158.07,100,直接输出100
4.35203,100,500,0,400,5000,80.39,157.03,100,直接输出100
4.36207,100,500,0,400,5000,79.44,155.3,100,直接输出100
4.37526,100,500,0,400,5000,78.56,153.03,100,直接输出100
4.37848,100,500,0,400,5000,78.05,152.52,100,直接输出100
4.38271,100,500,0,400,5000,77.77,151.81,100,直接输出100
4.38826,100,500,0,400,5000,77.3,150.87,100,直接输出100
4.39506,100,500,0,400,5000,76.51,149.77,100,直接输出100
4.39973,100,500,0,400,5000,75.75,149.01,100,直接输出100
4.41062,100,500,0,400,5000,74.83,147.27,100,直接输出100
4.4245,100,500,0,400,5000,74.21,145.28,100,直接输出100
4.42904,100,500,0,400,5000,74.02,144.63,100,直接输出100
4.43502,100,500,0,400,5000,73.56,143.75,100,直接输出100
4.44127,100,500,0,400,5000,72.64,142.83,100,直接输出100
4.44556,100,500,0,400,5000,72.76,142.2,100,直接输出100
4.45671,100,500,0,400,5000,72.15,140.61,100,直接输出100
4.47025,100,500,0,400,5000,71.26,138.79,100,直接输出100
4.47503,100,500,0,400,5000,71.17,138.19,100,直接输出100
4.48131,100,500,0,400,5000,70.65,137.37,100,直接输出100
4.48715,100,500,0,400,5000,69.89,136.6,100,直接输出100
4.49723,100,500,0,400,5000,69.4,135.28,100,直接输出100
4.51048,100,500,0,400,5000,69.04,133.57,100,直接输出100
4.51376,100,500,0,400,5000,68.64,133.17,100,直接输出100
4.51808,100,500,0,400,5000,68.54,132.64,100,直接输出100
4.52374,100,500,0,400,5000,68.34,131.99,100,直接输出100
4.53039,100,500,0,400,5000,67.87,131.21,100,直接输出100
4.53496,100,500,0,400,5000,67.31,130.65,100,直接输出100
4.54592,100,500,0,400,5000,66.9,129.38,100,直接输出100
4.5597,100,500,0,400,5000,66.84,127.98,100,直接输出100
4.56431,100,500,0,400,5000,66.73,127.48,100,直接输出100
4.57037,100,500,0,400,5000,66.54,126.86,100,直接输出100
4.57651,100,500,0,400,5000,65.87,126.19,100,直接输出100
4.58639,100,500,0,400,5000,65.58,125.15,100,直接输出100
4.59937,100,500,0,400,5000,65.75,123.86,100,直接输出100
4.6023,100,500,0,400,5000,65.47,123.58,100,直接输出100
4.60616,100,500,0,400,5000,65.49,123.19,100,直接输出100
4.61123,100,500,0,400,5000,65.52,122.72,100,直接输出100
4.61788,100,500,0,400,5000,65.22,122.07,100,直接输出100
4.62323,100,500,0,400,5000,64.7,121.55,100,直接输出100
4.63366,100,500,0,400,5000,64.57,120.59,100,直接输出100
4.64734,100,500,0,400,5000,64.62,119.34,100,直接输出100
4.65122,100,500,0,400,5000,64.7,119,100,直接输出100
4.6563,100,500,0,400,5000,64.71,118.57,100,直接输出100
4.66298,100,500,0,400,5000,64.47,118.01,100,直接输出100
4.6683,100,500,0,400,5000,64,117.55,100,直接输出100
4.67874,100,500,0,400,5000,63.96,116.73,100,直接输出100
4.69246,100,500,0,400,5000,64.25,115.73,100,直接输出100
4.69636,100,500,0,400,5000,64.36,115.43,100,直接输出100
4.7015,100,500,0,400,5000,63.98,115.04,100,直接输出100
4.70823,100,500,0,400,5000,63.92,114.58,100,直接输出100
4.71348,100,500,0,400,5000,64.23,114.18,100,直接输出100
4.72397,100,500,0,400,5000,63.45,113.41,100,直接输出100
4.73776,100,500,0,400,5000,63.78,112.44,100,直接输出100
4.74177,100,500,0,400,5000,63.9,112.16,100,直接输出100
4.74702,100,500,0,400,5000,64.05,111.84,100,直接输出100
4.75393,100,500,0,400,5000,63.91,111.39,100,直接输出100
4.75895,100,500,0,400,5000,63.59,111.07,100,直接输出100
4.7696,100,500,0,400,5000,63.59,110.34,100,直接输出100
4.78358,100,500,0,400,5000,64.06,109.57,100,直接输出100
4.78784,100,500,0,400,5000,64.17,109.31,100,直接输出100
4.79344,100,500,0,400,5000,64.19,108.98,100,直接输出100
4.80018,100,500,0,400,5000,64.04,108.57,100,直接输出100
4.80481,100,500,0,400,5000,63.78,108.3,100,直接输出100
4.81573,100,500,0,400,5000,63.83,107.78,100,直接输出100
4.82957,100,500,0,400,5000,64.16,106.98,100,直接输出100
